text,cleaning,case_folding,normalisasi,tokenize,stopword removal,steming_data
"Euy naha nya timing teh meni sok tara pas. Kamari2 pas abi nuju nganggur, p3rc3raian teu di proses wae ai pas tos mulai kerja tos mulai diproses gera atuh maenya anyar kerja meni kedah ijin2 gera angger keneh wae we teu tenang ah 😭",Euy naha nya timing teh meni sok tara pas Kamari2 pas abi nuju nganggur p3rc3raian teu di proses wae ai pas tos mulai kerja tos mulai diproses gera atuh maenya anyar kerja meni kedah ijin2 gera angger keneh wae we teu tenang ah,euy naha nya timing teh meni sok tara pas kamari2 pas abi nuju nganggur p3rc3raian teu di proses wae ai pas tos mulai kerja tos mulai diproses gera atuh maenya anyar kerja meni kedah ijin2 gera angger keneh wae we teu tenang ah,euy naha ya timing teh meni sok tara pas kamari2 pas abi nuju nganggur p3rc3raian teu di proses wae ai pas tos mulai kerja tos mulai diproses gera atuh mainnya anyar kerja meni kedah ijin2 gera angger keneh wae we teu tenang ah,"['euy', 'naha', 'ya', 'timing', 'teh', 'meni', 'sok', 'tara', 'pas', 'kamari2', 'pas', 'abi', 'nuju', 'nganggur', 'p3rc3raian', 'teu', 'di', 'proses', 'wae', 'ai', 'pas', 'tos', 'mulai', 'kerja', 'tos', 'mulai', 'diproses', 'gera', 'atuh', 'mainnya', 'anyar', 'kerja', 'meni', 'kedah', 'ijin2', 'gera', 'angger', 'keneh', 'wae', 'we', 'teu', 'tenang', 'ah']","['euy', 'naha', 'ya', 'timing', 'teh', 'meni', 'sok', 'tara', 'pas', 'kamari2', 'pas', 'abi', 'nuju', 'nganggur', 'p3rc3raian', 'teu', 'proses', 'wae', 'ai', 'pas', 'tos', 'kerja', 'tos', 'diproses', 'gera', 'atuh', 'mainnya', 'anyar', 'kerja', 'meni', 'kedah', 'ijin2', 'gera', 'angger', 'keneh', 'wae', 'we', 'teu', 'tenang', 'ah']",euy naha ya timing teh meni sok tara pas kamari2 pas abi nuju nganggur p3rc3raian teu proses wae ai pas tos kerja tos proses gera atuh main anyar kerja meni kedah ijin2 gera angger keneh wae we teu tenang ah
@kegblgnunfaedh ika masih nganggur mending jadi yutuber nder..memaksimalkan teknologi AI modal Hp android...salah satu penghasilan chanel yutub saya...dari 7 chANEL.. https://t.co/dUchLep0Xz,ika masih nganggur mending jadi yutuber ndermemaksimalkan teknologi AI modal Hp androidsalah satu penghasilan chanel yutub sayadari 7 chANEL,ika masih nganggur mending jadi yutuber ndermemaksimalkan teknologi ai modal hp androidsalah satu penghasilan chanel yutub sayadari 7 chanel,ika masih nganggur mending jadi yutuber ndermemaksimalkan teknologi ai modal hp androidsalah satu penghasilan chanel yutub sayadari 7 chanel,"['ika', 'masih', 'nganggur', 'mending', 'jadi', 'yutuber', 'ndermemaksimalkan', 'teknologi', 'ai', 'modal', 'hp', 'androidsalah', 'satu', 'penghasilan', 'chanel', 'yutub', 'sayadari', '7', 'chanel']","['ika', 'nganggur', 'mending', 'yutuber', 'ndermemaksimalkan', 'teknologi', 'ai', 'modal', 'hp', 'androidsalah', 'penghasilan', 'chanel', 'yutub', 'sayadari', '7', 'chanel']",ika nganggur mending yutuber ndermemaksimalkan teknologi ai modal hp androidsalah hasil chanel yutub sayadari 7 chanel
"@budimandjatmiko @ZJU_China Coba lo buat Algoritma, gmn caranya ngatasin kemiskinan, stunting dn pengangguran. Lo bikin AI lah. Ap lo tnya Chat GPT aj… Jgn jadiin negara ini cumen bayar gaji para pejabat yg unfaedah…miris",Coba lo buat Algoritma gmn caranya ngatasin kemiskinan stunting dn pengangguran Lo bikin AI lah Ap lo tnya Chat GPT aj Jgn jadiin negara ini cumen bayar gaji para pejabat yg unfaedahmiris,coba lo buat algoritma gmn caranya ngatasin kemiskinan stunting dn pengangguran lo bikin ai lah ap lo tnya chat gpt aj jgn jadiin negara ini cumen bayar gaji para pejabat yg unfaedahmiris,coba lo buat algoritma bagaimana caranya ngatasin kemiskinan stunting dan pengangguran lo bikin ai lah apa lo tanya chat gpt saja jangan jadikan negara ini cumen bayar gaji para pejabat yang unfaedahmiris,"['coba', 'lo', 'buat', 'algoritma', 'bagaimana', 'caranya', 'ngatasin', 'kemiskinan', 'stunting', 'dan', 'pengangguran', 'lo', 'bikin', 'ai', 'lah', 'apa', 'lo', 'tanya', 'chat', 'gpt', 'saja', 'jangan', 'jadikan', 'negara', 'ini', 'cumen', 'bayar', 'gaji', 'para', 'pejabat', 'yang', 'unfaedahmiris']","['coba', 'lo', 'algoritma', 'ngatasin', 'kemiskinan', 'stunting', 'pengangguran', 'lo', 'bikin', 'ai', 'lo', 'chat', 'gpt', 'jadikan', 'negara', 'cumen', 'bayar', 'gaji', 'pejabat', 'unfaedahmiris']",coba lo algoritma ngatasin miskin stunting anggur lo bikin ai lo chat gpt jadi negara cumen bayar gaji jabat unfaedahmiris
"Orang seneng banget denger istilah-istilah yang gak mereka pahami.  Coding, AI, digitalisasi.  Tai babi.  Fokus manufactur, njing kalau mau pengangguran berkurang, pelan-pelan sejahtera.  Asu.",Orang seneng banget denger istilahistilah yang gak mereka pahami  Coding AI digitalisasi  Tai babi  Fokus manufactur njing kalau mau pengangguran berkurang pelanpelan sejahtera  Asu,orang seneng banget denger istilahistilah yang gak mereka pahami  coding ai digitalisasi  tai babi  fokus manufactur njing kalau mau pengangguran berkurang pelanpelan sejahtera  asu,orang senang banget dengar istilahistilah yang tidak mereka pahami coding ai digitalisasi tahi babi fokus manufactur njing Jika mau pengangguran berkurang pelanpelan sejahtera asu,"['orang', 'senang', 'banget', 'dengar', 'istilahistilah', 'yang', 'tidak', 'mereka', 'pahami', 'coding', 'ai', 'digitalisasi', 'tahi', 'babi', 'fokus', 'manufactur', 'njing', 'Jika', 'mau', 'pengangguran', 'berkurang', 'pelanpelan', 'sejahtera', 'asu']","['orang', 'senang', 'banget', 'dengar', 'istilahistilah', 'pahami', 'coding', 'ai', 'digitalisasi', 'tahi', 'babi', 'fokus', 'manufactur', 'njing', 'Jika', 'pengangguran', 'berkurang', 'pelanpelan', 'sejahtera', 'asu']",orang senang banget dengar istilahistilah paham coding ai digitalisasi tahi babi fokus manufactur njing jika anggur kurang pelanpelan sejahtera asu
"Lho, bener kan? Ada ga yg nyebut didu buzzer Ford/Soros?  Ga ada .. meskipun semua terkoneksk dng isu masyarakat adat, propaganda kebencian anti China, bikin org pada nganggur agar negara banyak utang, usir/fitnah investor dll yg bikin negara ngos²an ? Malah akun² AI kompak ngetik pembela rakyat, rakyat dari hongkong 😅",Lho bener kan Ada ga yg nyebut didu buzzer FordSoros  Ga ada  meskipun semua terkoneksk dng isu masyarakat adat propaganda kebencian anti China bikin org pada nganggur agar negara banyak utang usirfitnah investor dll yg bikin negara ngosan  Malah akun AI kompak ngetik pembela rakyat rakyat dari hongkong,lho bener kan ada ga yg nyebut didu buzzer fordsoros  ga ada  meskipun semua terkoneksk dng isu masyarakat adat propaganda kebencian anti china bikin org pada nganggur agar negara banyak utang usirfitnah investor dll yg bikin negara ngosan  malah akun ai kompak ngetik pembela rakyat rakyat dari hongkong,lho benar kan ada tidak yang nyebut didu buzzer fordsoros tidak ada meskipun semua terkoneksk dengan isu masyarakat adat propaganda kebencian anti china bikin orang pada nganggur agar negara banyak utang usirfitnah investor dll yang bikin negara ngosan malah akun ai kompak mengetik pembela rakyat rakyat dari hongkong,"['lho', 'benar', 'kan', 'ada', 'tidak', 'yang', 'nyebut', 'didu', 'buzzer', 'fordsoros', 'tidak', 'ada', 'meskipun', 'semua', 'terkoneksk', 'dengan', 'isu', 'masyarakat', 'adat', 'propaganda', 'kebencian', 'anti', 'china', 'bikin', 'orang', 'pada', 'nganggur', 'agar', 'negara', 'banyak', 'utang', 'usirfitnah', 'investor', 'dll', 'yang', 'bikin', 'negara', 'ngosan', 'malah', 'akun', 'ai', 'kompak', 'mengetik', 'pembela', 'rakyat', 'rakyat', 'dari', 'hongkong']","['lho', 'nyebut', 'didu', 'buzzer', 'fordsoros', 'terkoneksk', 'isu', 'masyarakat', 'adat', 'propaganda', 'kebencian', 'anti', 'china', 'bikin', 'orang', 'nganggur', 'negara', 'utang', 'usirfitnah', 'investor', 'dll', 'bikin', 'negara', 'ngosan', 'akun', 'ai', 'kompak', 'mengetik', 'pembela', 'rakyat', 'rakyat', 'hongkong']",lho nyebut didu buzzer fordsoros terkoneksk isu masyarakat adat propaganda benci anti china bikin orang nganggur negara utang usirfitnah investor dll bikin negara ngosan akun ai kompak etik bela rakyat rakyat hongkong
"Gak sabar banget meet my true AI companion #GalaxyS25 Series #AIUnderstandsYou ! #TheNewestGalaxy  Penasaran sama fitur #GalaxyAI yang baru: gemini yang terintegrasi sama banyak aplikasi, sambil nyetir bisa lakuin banyak hal, bisa sambil meeting, mempermudah workflow saya.",Gak sabar banget meet my true AI companion  Series     Penasaran sama fitur  yang baru gemini yang terintegrasi sama banyak aplikasi sambil nyetir bisa lakuin banyak hal bisa sambil meeting mempermudah workflow saya,gak sabar banget meet my true ai companion  series     penasaran sama fitur  yang baru gemini yang terintegrasi sama banyak aplikasi sambil nyetir bisa lakuin banyak hal bisa sambil meeting mempermudah workflow saya,tidak sabar banget meet my true ai companion series penasaran sama fitur yang baru gemini yang terintegrasi sama banyak aplikasi sambil nyetir bisa melakukan banyak hal bisa sambil meeting mempermudah workflow saya,"['tidak', 'sabar', 'banget', 'meet', 'my', 'true', 'ai', 'companion', 'series', 'penasaran', 'sama', 'fitur', 'yang', 'baru', 'gemini', 'yang', 'terintegrasi', 'sama', 'banyak', 'aplikasi', 'sambil', 'nyetir', 'bisa', 'melakukan', 'banyak', 'hal', 'bisa', 'sambil', 'meeting', 'mempermudah', 'workflow', 'saya']","['sabar', 'banget', 'meet', 'my', 'true', 'ai', 'companion', 'series', 'penasaran', 'fitur', 'gemini', 'terintegrasi', 'aplikasi', 'nyetir', 'meeting', 'mempermudah', 'workflow']",sabar banget meet my true ai companion series penasaran fitur gemini integrasi aplikasi nyetir meeting mudah workflow
"@txtdrimhswa @zeydpm @dewapuci Jelas, tapi semua lakuin hal yang sama. Even kita pun buat generative AI juga bakal nutupin data g30spki, malaria, munir, dll. As long as the generative ai mempermudah kerjaan dengan output lebih baik, political view kek gini ga perlu (kecuali ngaruh ke kehidupan)",Jelas tapi semua lakuin hal yang sama Even kita pun buat generative AI juga bakal nutupin data g30spki malaria munir dll As long as the generative ai mempermudah kerjaan dengan output lebih baik political view kek gini ga perlu kecuali ngaruh ke kehidupan,jelas tapi semua lakuin hal yang sama even kita pun buat generative ai juga bakal nutupin data g30spki malaria munir dll as long as the generative ai mempermudah kerjaan dengan output lebih baik political view kek gini ga perlu kecuali ngaruh ke kehidupan,jelas tapi semua melakukan hal yang sama even kita pun buat generative ai juga bakal menutupi data g30spki malaria munir dll as long as the generative ai mempermudah pekerjaan dengan output lebih baik political view kayak begini tidak perlu kecuali ngaruh ke kehidupan,"['jelas', 'tapi', 'semua', 'melakukan', 'hal', 'yang', 'sama', 'even', 'kita', 'pun', 'buat', 'generative', 'ai', 'juga', 'bakal', 'menutupi', 'data', 'g30spki', 'malaria', 'munir', 'dll', 'as', 'long', 'as', 'the', 'generative', 'ai', 'mempermudah', 'pekerjaan', 'dengan', 'output', 'lebih', 'baik', 'political', 'view', 'kayak', 'begini', 'tidak', 'perlu', 'kecuali', 'ngaruh', 'ke', 'kehidupan']","['even', 'generative', 'ai', 'menutupi', 'data', 'g30spki', 'malaria', 'munir', 'dll', 'as', 'long', 'as', 'the', 'generative', 'ai', 'mempermudah', 'pekerjaan', 'output', 'political', 'view', 'kayak', 'kecuali', 'ngaruh', 'kehidupan']",even generative ai tutup data g30spki malaria munir dll as long as the generative ai mudah kerja output political view kayak kecuali ngaruh hidup
"@Iderjagadd @neohistoria_id Yang dibahas apa? AI vs seniman, AI menggantikan manusia, Ai dimanfaatin pemerintah untuk menciptakan distopia? Tema tersebut sama basinya, padahal jawabannya sudah jelas kalau AI hanya alat bantu untuk mempermudah pekerjaan manusia.",Yang dibahas apa AI vs seniman AI menggantikan manusia Ai dimanfaatin pemerintah untuk menciptakan distopia Tema tersebut sama basinya padahal jawabannya sudah jelas kalau AI hanya alat bantu untuk mempermudah pekerjaan manusia,yang dibahas apa ai vs seniman ai menggantikan manusia ai dimanfaatin pemerintah untuk menciptakan distopia tema tersebut sama basinya padahal jawabannya sudah jelas kalau ai hanya alat bantu untuk mempermudah pekerjaan manusia,yang dibahas apa ai vs seniman ai menggantikan manusia ai dimanfaatin pemerintah untuk menciptakan distopia tema tersebut sama basinya padahal jawabannya sudah jelas Jika ai hanya alat bantu untuk mempermudah pekerjaan manusia,"['yang', 'dibahas', 'apa', 'ai', 'vs', 'seniman', 'ai', 'menggantikan', 'manusia', 'ai', 'dimanfaatin', 'pemerintah', 'untuk', 'menciptakan', 'distopia', 'tema', 'tersebut', 'sama', 'basinya', 'padahal', 'jawabannya', 'sudah', 'jelas', 'Jika', 'ai', 'hanya', 'alat', 'bantu', 'untuk', 'mempermudah', 'pekerjaan', 'manusia']","['dibahas', 'ai', 'vs', 'seniman', 'ai', 'menggantikan', 'manusia', 'ai', 'dimanfaatin', 'pemerintah', 'menciptakan', 'distopia', 'tema', 'basinya', 'jawabannya', 'Jika', 'ai', 'alat', 'bantu', 'mempermudah', 'pekerjaan', 'manusia']",bahas ai vs seniman ai ganti manusia ai dimanfaatin perintah cipta distopia tema basi jawab jika ai alat bantu mudah kerja manusia
Solusi cerdas untuk merawat lapangan badminton! 🏸 Tau nggak sih kalau AI bisa mempermudah perawatan lapangan badminton? dari mendeteksi kerusakan lapangan secara otomatis hingga mengatur pencahayaan,Solusi cerdas untuk merawat lapangan badminton  Tau nggak sih kalau AI bisa mempermudah perawatan lapangan badminton dari mendeteksi kerusakan lapangan secara otomatis hingga mengatur pencahayaan,solusi cerdas untuk merawat lapangan badminton  tau nggak sih kalau ai bisa mempermudah perawatan lapangan badminton dari mendeteksi kerusakan lapangan secara otomatis hingga mengatur pencahayaan,solusi cerdas untuk merawat lapangan badminton tau tidak sih Jika ai bisa mempermudah perawatan lapangan badminton dari mendeteksi kerusakan lapangan secara otomatis hingga mengatur pencahayaan,"['solusi', 'cerdas', 'untuk', 'merawat', 'lapangan', 'badminton', 'tau', 'tidak', 'sih', 'Jika', 'ai', 'bisa', 'mempermudah', 'perawatan', 'lapangan', 'badminton', 'dari', 'mendeteksi', 'kerusakan', 'lapangan', 'secara', 'otomatis', 'hingga', 'mengatur', 'pencahayaan']","['solusi', 'cerdas', 'merawat', 'lapangan', 'badminton', 'tau', 'sih', 'Jika', 'ai', 'mempermudah', 'perawatan', 'lapangan', 'badminton', 'mendeteksi', 'kerusakan', 'lapangan', 'otomatis', 'mengatur', 'pencahayaan']",solusi cerdas rawat lapang badminton tau sih jika ai mudah awat lapang badminton deteksi rusa lapang otomatis atur cahaya
"Akhir-akhir ini sering pakai AI untuk bantu kerja dan ternyata emang mempermudah banget pas lagi buntu atau males mikir. Tapi ya gitu hasilnya masih kaku dan nggak sesempurna itu, masih perlu manusia biar feelnya lebih nyampek.",Akhirakhir ini sering pakai AI untuk bantu kerja dan ternyata emang mempermudah banget pas lagi buntu atau males mikir Tapi ya gitu hasilnya masih kaku dan nggak sesempurna itu masih perlu manusia biar feelnya lebih nyampek,akhirakhir ini sering pakai ai untuk bantu kerja dan ternyata emang mempermudah banget pas lagi buntu atau males mikir tapi ya gitu hasilnya masih kaku dan nggak sesempurna itu masih perlu manusia biar feelnya lebih nyampek,ini sering pakai ai untuk bantu kerja dan ternyata memang mempermudah banget pas lagi buntu atau malas mikir tapi ya begitu hasilnya masih kaku dan tidak sesempurna itu masih perlu manusia biar feelnya lebih nyampek,"['ini', 'sering', 'pakai', 'ai', 'untuk', 'bantu', 'kerja', 'dan', 'ternyata', 'memang', 'mempermudah', 'banget', 'pas', 'lagi', 'buntu', 'atau', 'malas', 'mikir', 'tapi', 'ya', 'begitu', 'hasilnya', 'masih', 'kaku', 'dan', 'tidak', 'sesempurna', 'itu', 'masih', 'perlu', 'manusia', 'biar', 'feelnya', 'lebih', 'nyampek']","['pakai', 'ai', 'bantu', 'kerja', 'mempermudah', 'banget', 'pas', 'buntu', 'malas', 'mikir', 'ya', 'hasilnya', 'kaku', 'sesempurna', 'manusia', 'biar', 'feelnya', 'nyampek']",pakai ai bantu kerja mudah banget pas buntu malas mikir ya hasil kaku sempurna manusia biar feelnya nyampek
"Masalahnya, bukannya akan mempermudah kita dalam bekerja tapi ada potensi dia akan menggantikan ""peran"" kita. AI sebagai mesin produksi akan menggantikan kita 'lagi' sebagai tenaga kerja.   Si ""pemilik modal"" akan mendapat keuntungan lebih, si ""pekerja"" akan kehilangan pekerjaan.",Masalahnya bukannya akan mempermudah kita dalam bekerja tapi ada potensi dia akan menggantikan peran kita AI sebagai mesin produksi akan menggantikan kita lagi sebagai tenaga kerja   Si pemilik modal akan mendapat keuntungan lebih si pekerja akan kehilangan pekerjaan,masalahnya bukannya akan mempermudah kita dalam bekerja tapi ada potensi dia akan menggantikan peran kita ai sebagai mesin produksi akan menggantikan kita lagi sebagai tenaga kerja   si pemilik modal akan mendapat keuntungan lebih si pekerja akan kehilangan pekerjaan,masalahnya bukannya akan mempermudah kita dalam bekerja tapi ada potensi dia akan menggantikan peran kita ai sebagai mesin produksi akan menggantikan kita lagi sebagai tenaga kerja sih pemilik modal akan mendapat keuntungan lebih sih pekerja akan kehilangan pekerjaan,"['masalahnya', 'bukannya', 'akan', 'mempermudah', 'kita', 'dalam', 'bekerja', 'tapi', 'ada', 'potensi', 'dia', 'akan', 'menggantikan', 'peran', 'kita', 'ai', 'sebagai', 'mesin', 'produksi', 'akan', 'menggantikan', 'kita', 'lagi', 'sebagai', 'tenaga', 'kerja', 'sih', 'pemilik', 'modal', 'akan', 'mendapat', 'keuntungan', 'lebih', 'sih', 'pekerja', 'akan', 'kehilangan', 'pekerjaan']","['mempermudah', 'potensi', 'menggantikan', 'peran', 'ai', 'mesin', 'produksi', 'menggantikan', 'tenaga', 'kerja', 'sih', 'pemilik', 'modal', 'keuntungan', 'sih', 'pekerja', 'kehilangan', 'pekerjaan']",mudah potensi ganti peran ai mesin produksi ganti tenaga kerja sih milik modal untung sih kerja hilang kerja
"@YuriAndriyanto @jaymeyeremia @3Section_ Ga ada yg salah, AI di ciptakan untuk mempermudah sekaligus memeprdalam pengetahuan layaknya buka di perpustakaan . Yg jadi masalah orng ga tau apa apa tapi cuma diam aja. Dan yg lebih parahnya lagi orng mau cari tau malah di nyinyir, seprti anda ini.",Ga ada yg salah AI di ciptakan untuk mempermudah sekaligus memeprdalam pengetahuan layaknya buka di perpustakaan  Yg jadi masalah orng ga tau apa apa tapi cuma diam aja Dan yg lebih parahnya lagi orng mau cari tau malah di nyinyir seprti anda ini,ga ada yg salah ai di ciptakan untuk mempermudah sekaligus memeprdalam pengetahuan layaknya buka di perpustakaan  yg jadi masalah orng ga tau apa apa tapi cuma diam aja dan yg lebih parahnya lagi orng mau cari tau malah di nyinyir seprti anda ini,tidak ada yang salah ai di ciptakan untuk mempermudah sekaligus memperdalam pengetahuan layaknya buka di perpustakaan yang jadi masalah orang tidak tau apa apa tapi hanya diam saja dan yang lebih parahnya lagi orang mau cari tau malah di nyinyir seprti anda ini,"['tidak', 'ada', 'yang', 'salah', 'ai', 'di', 'ciptakan', 'untuk', 'mempermudah', 'sekaligus', 'memperdalam', 'pengetahuan', 'layaknya', 'buka', 'di', 'perpustakaan', 'yang', 'jadi', 'masalah', 'orang', 'tidak', 'tau', 'apa', 'apa', 'tapi', 'hanya', 'diam', 'saja', 'dan', 'yang', 'lebih', 'parahnya', 'lagi', 'orang', 'mau', 'cari', 'tau', 'malah', 'di', 'nyinyir', 'seprti', 'anda', 'ini']","['salah', 'ai', 'ciptakan', 'mempermudah', 'memperdalam', 'pengetahuan', 'layaknya', 'buka', 'perpustakaan', 'orang', 'tau', 'diam', 'parahnya', 'orang', 'cari', 'tau', 'nyinyir', 'seprti']",salah ai cipta mudah dalam tahu layak buka pustaka orang tau diam parah orang cari tau nyinyir seprti
@SerbaSrbiCrypto Analisis AI canggih mempermudah pengambilan keputusan trading,Analisis AI canggih mempermudah pengambilan keputusan trading,analisis ai canggih mempermudah pengambilan keputusan trading,analisis ai canggih mempermudah pengambilan keputusan trading,"['analisis', 'ai', 'canggih', 'mempermudah', 'pengambilan', 'keputusan', 'trading']","['analisis', 'ai', 'canggih', 'mempermudah', 'pengambilan', 'keputusan', 'trading']",analisis ai canggih mudah ambil putus trading
"diterapin kan biar mempermudah, tapi pada praktiknya malah bikin lebih ribet dan lama :^) ditambah cyber security negara ini kan… begitu, jadi orang-orang wary buat ngikut aturan itu.  dan kebanyakan orang gak pernah dapet pelajaran kayak AI itu apa, pemakaian &amp; regulasinya gmn",diterapin kan biar mempermudah tapi pada praktiknya malah bikin lebih ribet dan lama  ditambah cyber security negara ini kan begitu jadi orangorang wary buat ngikut aturan itu  dan kebanyakan orang gak pernah dapet pelajaran kayak AI itu apa pemakaian amp regulasinya gmn,diterapin kan biar mempermudah tapi pada praktiknya malah bikin lebih ribet dan lama  ditambah cyber security negara ini kan begitu jadi orangorang wary buat ngikut aturan itu  dan kebanyakan orang gak pernah dapet pelajaran kayak ai itu apa pemakaian amp regulasinya gmn,diterapin kan biar mempermudah tapi pada praktiknya malah bikin lebih ribet dan lama ditambah cyber security negara ini kan begitu jadi wary buat ngikut aturan itu dan kebanyakan orang tidak pernah dapat pelajaran seperti ai itu apa pemakaian amp regulasinya bagaimana,"['diterapin', 'kan', 'biar', 'mempermudah', 'tapi', 'pada', 'praktiknya', 'malah', 'bikin', 'lebih', 'ribet', 'dan', 'lama', 'ditambah', 'cyber', 'security', 'negara', 'ini', 'kan', 'begitu', 'jadi', 'wary', 'buat', 'ngikut', 'aturan', 'itu', 'dan', 'kebanyakan', 'orang', 'tidak', 'pernah', 'dapat', 'pelajaran', 'seperti', 'ai', 'itu', 'apa', 'pemakaian', 'amp', 'regulasinya', 'bagaimana']","['diterapin', 'biar', 'mempermudah', 'praktiknya', 'bikin', 'ribet', 'ditambah', 'cyber', 'security', 'negara', 'wary', 'ngikut', 'aturan', 'kebanyakan', 'orang', 'pelajaran', 'ai', 'pemakaian', 'amp', 'regulasinya']",diterapin biar mudah praktik bikin ribet tambah cyber security negara wary ngikut atur banyak orang ajar ai pakai amp regulasi
